,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
778,0,1.0,1,0.34656948982156316,0,0,0.015102594191391004,0.5
779,1,0.0,0,0.5350590600653431,0,1,0.41250332793836464,1.0
780,1,1.0,0,0.15807991957778336,0,0,0.014110458666029575,0.0
781,1,0.0,0,0.20834380497612465,1,0,0.11125659048908397,1.0
782,0,0.0,1,0.35913546117114853,0,0,0.05855610025741262,1.0
783,0,1.0,1,0.34656948982156316,1,2,0.04577135170121086,1.0
784,0,1.0,1,0.3088715757728072,0,0,0.013760683560491965,1.0
785,0,1.0,1,0.3088715757728072,0,0,0.014151057562208049,1.0
786,1,1.0,0,0.22090977632571,0,0,0.014630827210317117,1.0
787,0,1.0,1,0.09525006282985675,4,1,0.05684821399990475,0.5
788,1,1.0,1,0.007288263382759488,1,2,0.04015972542654215,1.0
789,0,0.0,1,0.5727569741140991,0,0,0.15458810467956932,0.0
790,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
791,0,0.5,1,0.19577783362653933,0,0,0.050748620223090936,1.0
792,0,1.0,0,0.34656948982156316,8,2,0.13575255909676825,1.0
793,0,0.0,1,0.34656948982156316,0,0,0.05991421140938287,0.0
794,0,1.0,1,0.3088715757728072,0,0,0.015411575213749286,1.0
795,0,0.5,1,0.4847951746670017,0,0,0.025374310111545468,1.0
796,1,0.0,0,0.610454888162855,0,0,0.050610427826483444,1.0
797,1,1.0,0,0.38426740387031916,0,0,0.016948672845506364,1.0
798,0,1.0,1,0.37170143252073384,0,0,0.014110458666029575,0.0
799,0,1.0,0,0.37170143252073384,1,1,0.04713766070721715,1.0
800,0,0.5,1,0.4219653179190751,0,0,0.025374310111545468,1.0
801,1,0.5,0,0.38426740387031916,1,1,0.05123658772523604,1.0
802,1,0.0,1,0.1329479768786127,1,2,0.23422440102965048,1.0
803,1,1.0,1,0.0,0,1,0.016623491302076868,0.0
804,1,1.0,1,0.33400351847197784,0,0,0.013614293309848433,1.0
805,0,1.0,1,0.38426740387031916,0,0,0.015175789316712771,1.0
806,0,0.0,1,0.4847951746670017,0,0,0.0,1.0
807,0,1.0,0,0.22090977632571,0,0,0.015175789316712771,1.0
808,0,0.5,1,0.4847951746670017,0,0,0.025374310111545468,1.0
809,1,0.0,0,0.4093993465694898,1,0,0.10364429745562033,1.0
810,0,1.0,1,0.32143754712239253,0,0,0.015395374692678068,1.0
811,0,1.0,1,0.4847951746670017,0,0,0.04713766070721715,1.0
812,0,0.5,1,0.4345312892686604,0,0,0.020494635090094415,1.0
813,0,1.0,0,0.0701181201306861,4,2,0.06104473451835265,1.0
814,0,1.0,1,0.3779844181955265,0,0,0.015712553569072387,1.0
815,0,0.0,1,0.34656948982156316,0,0,0.0,1.0
816,0,1.0,0,0.2837396330736366,0,0,0.015468569817999833,1.0
817,0,0.5,1,0.38426740387031916,1,1,0.07222738817151159,0.0
818,0,1.0,1,0.5350590600653431,0,0,0.012589561555343713,1.0
819,0,1.0,1,0.12038200552902739,3,2,0.05445717323939373,1.0
820,1,0.0,0,0.648152802211611,1,1,0.18249984580226933,1.0
821,1,1.0,1,0.33400351847197784,0,0,0.016908073949327893,1.0
822,0,0.0,1,0.4722292033174164,0,0,0.0,1.0
823,1,1.0,0,0.33400351847197784,0,1,0.024349578357040744,1.0
824,0,1.0,1,0.01985423473234481,4,1,0.07746484096553544,1.0
825,0,1.0,1,0.34656948982156316,0,0,0.013565496559633922,0.5
826,0,1.0,1,0.34656948982156316,0,0,0.11027245763075773,1.0
827,1,0.5,1,0.007288263382759488,0,2,0.07222738817151159,0.0
828,1,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
830,1,1.0,0,0.18321186227695402,1,0,0.028212719478023115,0.0
831,1,0.5,1,0.005152048253329982,1,1,0.03659756266088288,1.0
832,0,1.0,1,0.34656948982156316,0,0,0.014110458666029575,0.0
833,0,1.0,1,0.2837396330736366,0,0,0.015330377421392339,1.0
834,0,1.0,1,0.22090977632571,0,0,0.016200521071217493,1.0
835,1,0.0,0,0.4847951746670017,1,1,0.16231419173453318,0.0
836,0,1.0,1,0.2586076903744659,0,0,0.016908073949327893,1.0
837,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
838,1,1.0,1,0.39683337521990447,0,0,0.11027245763075773,1.0
839,1,0.0,1,0.34656948982156316,0,0,0.057970539254838485,0.0
840,0,1.0,1,0.24604171902488062,0,0,0.015468569817999833,1.0
841,0,0.5,1,0.19577783362653933,0,0,0.020494635090094415,1.0
842,1,0.0,0,0.37170143252073384,0,0,0.060507970265993034,0.0
843,0,1.0,1,0.4282483035938678,0,0,0.012565163180236457,0.0
844,0,1.0,1,0.20834380497612465,0,0,0.016908073949327893,1.0
845,0,1.0,1,0.5224930887157577,0,0,0.014736618564782174,1.0
846,0,1.0,1,0.34656948982156316,8,2,0.13575255909676825,1.0
847,0,1.0,1,0.4345312892686604,0,0,0.015411575213749286,0.0
848,0,0.5,1,0.34656948982156316,0,1,0.06441171028315387,1.0
849,1,0.0,0,0.34656948982156316,1,0,0.17391981561855152,0.0
850,0,1.0,1,0.04498617743151546,4,2,0.06104473451835265,1.0
851,0,1.0,1,0.9246041719024881,0,0,0.015175789316712771,1.0
852,0,1.0,0,0.10781603417944208,1,1,0.029757819776815374,0.0
853,1,0.0,0,0.19577783362653933,0,1,0.07690367833806856,1.0
854,0,0.5,0,0.5476250314149284,1,0,0.050748620223090936,1.0
855,1,1.0,0,0.22090977632571,0,1,0.018249984580226933,1.0
856,1,0.0,0,0.5601910027645137,1,1,0.32179836714362564,1.0
857,1,0.0,1,0.6355868308620256,0,0,0.051822148727810165,1.0
858,1,1.0,0,0.2963056044232219,0,3,0.03758969818624431,0.0
859,0,1.0,1,0.34656948982156316,0,0,0.014110458666029575,0.0
860,0,1.0,1,0.5099271173661725,2,0,0.027537567642055148,1.0
861,0,0.5,1,0.2586076903744659,1,0,0.022446505098674838,1.0
862,1,0.0,0,0.5978889168132697,0,0,0.050610427826483444,1.0
863,0,1.0,0,0.34656948982156316,8,2,0.13575255909676825,1.0
864,0,0.5,1,0.2963056044232219,0,0,0.025374310111545468,1.0
865,1,0.5,0,0.5224930887157577,0,0,0.025374310111545468,1.0
866,1,0.5,0,0.33400351847197784,1,0,0.027049600139910042,0.0
867,0,0.0,1,0.38426740387031916,0,0,0.09856123757927521,1.0
868,0,1.0,1,0.34656948982156316,0,0,0.018542765081513996,1.0
869,1,1.0,1,0.04498617743151546,1,1,0.021730754366528396,1.0
870,0,1.0,1,0.32143754712239253,0,0,0.015411575213749286,1.0
871,1,0.0,0,0.5853229454636844,1,1,0.10257896680493714,1.0
872,0,0.0,1,0.4093993465694898,0,0,0.009759350042902102,1.0
873,0,1.0,1,0.5853229454636844,0,0,0.017566830077223785,1.0
874,1,0.5,0,0.34656948982156316,1,0,0.04684488020593009,0.0
875,1,1.0,0,0.18321186227695402,0,0,0.014102260811993537,0.0
876,0,1.0,1,0.24604171902488062,0,0,0.019217721730481106,1.0
877,0,1.0,1,0.2334757476752953,0,0,0.015411575213749286,1.0
878,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
879,1,0.0,0,0.6984166876099522,0,1,0.16231419173453318,0.0
880,1,0.5,0,0.3088715757728072,0,1,0.050748620223090936,1.0
881,0,1.0,1,0.4093993465694898,0,0,0.015411575213749286,1.0
882,0,1.0,0,0.2711736617240512,0,0,0.02052723131923771,1.0
883,0,0.5,1,0.34656948982156316,0,0,0.020494635090094415,1.0
884,0,1.0,1,0.3088715757728072,0,0,0.013760683560491965,1.0
885,0,1.0,0,0.4847951746670017,0,5,0.05684821399990475,0.5
886,0,0.5,1,0.33400351847197784,0,0,0.025374310111545468,1.0
887,1,0.0,0,0.2334757476752953,0,0,0.05855610025741262,1.0
888,0,1.0,0,0.34656948982156316,1,2,0.04577135170121086,1.0
889,1,0.0,1,0.32143754712239253,0,0,0.05855610025741262,0.0
890,0,1.0,1,0.39683337521990447,0,0,0.015126992566498259,0.5
